Country;TotalCases;NewCases;TotalDeaths;NewDeaths;TotalRecovered;ActiveCases;last_updated
RO;NA;NA;NA;NA;NA;NA;2020-02-15
RO;NA;NA;NA;NA;NA;NA;2020-02-16
RO;NA;NA;NA;NA;NA;NA;2020-02-17
RO;NA;NA;NA;NA;NA;NA;2020-02-18
RO;NA;NA;NA;NA;NA;NA;2020-02-19
RO;NA;NA;NA;NA;NA;NA;2020-02-20
RO;NA;NA;NA;NA;NA;NA;2020-02-21
RO;NA;NA;NA;NA;NA;NA;2020-02-22
RO;NA;NA;NA;NA;NA;NA;2020-02-23
RO;NA;NA;NA;NA;NA;NA;2020-02-24
RO;NA;NA;NA;NA;NA;NA;2020-02-25
RO;NA;NA;NA;NA;NA;NA;2020-02-26
RO;NA;NA;NA;NA;NA;NA;2020-02-27
RO;NA;NA;NA;NA;NA;NA;2020-02-28
RO;NA;NA;NA;NA;NA;NA;2020-02-29
RO;NA;NA;NA;NA;NA;NA;2020-03-01
RO;NA;NA;NA;NA;NA;NA;2020-03-02
RO;NA;NA;NA;NA;NA;NA;2020-03-03
RO;NA;NA;NA;NA;NA;NA;2020-03-04
RO;NA;NA;NA;NA;NA;NA;2020-03-05
RO;NA;NA;NA;NA;NA;NA;2020-03-06
RO;NA;NA;NA;NA;NA;NA;2020-03-07
RO;NA;NA;NA;NA;NA;NA;2020-03-08
RO;NA;NA;NA;NA;NA;NA;2020-03-09
RO;NA;NA;NA;NA;NA;NA;2020-03-10
RO;NA;NA;NA;NA;NA;NA;2020-03-11
RO;NA;NA;NA;NA;NA;NA;2020-03-12
RO;NA;NA;NA;NA;NA;NA;2020-03-13
RO;NA;NA;NA;NA;NA;NA;2020-03-14
RO;NA;NA;NA;NA;NA;NA;2020-03-15
RO;NA;NA;NA;NA;NA;NA;2020-03-16
RO;NA;NA;NA;NA;NA;NA;2020-03-17
RO;NA;NA;NA;NA;NA;NA;2020-03-18
RO;NA;NA;NA;NA;NA;NA;2020-03-19
RO;1;1;NA;NA;NA;NA;2020-03-20
RO;1;NA;NA;NA;NA;NA;2020-03-21
RO;3;2;NA;NA;NA;NA;2020-03-22
RO;3;NA;NA;NA;NA;NA;2020-03-23
RO;3;NA;NA;NA;NA;NA;2020-03-24
RO;5;2;NA;NA;NA;NA;2020-03-25
RO;5;NA;NA;NA;NA;NA;2020-03-26
RO;6;1;NA;NA;NA;NA;2020-03-27
RO;6;NA;NA;NA;NA;NA;2020-03-28
RO;6;NA;NA;NA;NA;NA;2020-03-29
RO;6;NA;NA;NA;NA;NA;2020-03-30
RO;8;2;1;1;NA;NA;2020-03-31
RO;9;1;1;NA;NA;NA;2020-04-01
RO;10;1;1;NA;NA;NA;2020-04-02
RO;10;NA;1;NA;NA;NA;2020-04-03
RR;NA;NA;NA;NA;NA;NA;2020-01-30
RR;NA;NA;NA;NA;NA;NA;2020-01-31
RR;NA;NA;NA;NA;NA;NA;2020-02-01
RR;NA;NA;NA;NA;NA;NA;2020-02-02
RR;NA;NA;NA;NA;NA;NA;2020-02-03
RR;NA;NA;NA;NA;NA;NA;2020-02-04
RR;NA;NA;NA;NA;NA;NA;2020-02-05
RR;NA;NA;NA;NA;NA;NA;2020-02-06
RR;NA;NA;NA;NA;NA;NA;2020-02-07
RR;NA;NA;NA;NA;NA;NA;2020-02-08
RR;NA;NA;NA;NA;NA;NA;2020-02-09
RR;NA;NA;NA;NA;NA;NA;2020-02-10
RR;NA;NA;NA;NA;NA;NA;2020-02-11
RR;NA;NA;NA;NA;NA;NA;2020-02-12
RR;NA;NA;NA;NA;NA;NA;2020-02-13
RR;NA;NA;NA;NA;NA;NA;2020-02-14
RR;NA;NA;NA;NA;NA;NA;2020-02-15
RR;NA;NA;NA;NA;NA;NA;2020-02-16
RR;NA;NA;NA;NA;NA;NA;2020-02-17
RR;NA;NA;NA;NA;NA;NA;2020-02-18
RR;NA;NA;NA;NA;NA;NA;2020-02-19
RR;NA;NA;NA;NA;NA;NA;2020-02-20
RR;NA;NA;NA;NA;NA;NA;2020-02-21
RR;NA;NA;NA;NA;NA;NA;2020-02-22
RR;NA;NA;NA;NA;NA;NA;2020-02-23
RR;NA;NA;NA;NA;NA;NA;2020-02-24
RR;NA;NA;NA;NA;NA;NA;2020-02-25
RR;NA;NA;NA;NA;NA;NA;2020-02-26
RR;NA;NA;NA;NA;NA;NA;2020-02-27
RR;NA;NA;NA;NA;NA;NA;2020-02-28
RR;NA;NA;NA;NA;NA;NA;2020-02-29
RR;NA;NA;NA;NA;NA;NA;2020-03-01
RR;NA;NA;NA;NA;NA;NA;2020-03-02
RR;NA;NA;NA;NA;NA;NA;2020-03-03
RR;NA;NA;NA;NA;NA;NA;2020-03-04
RR;NA;NA;NA;NA;NA;NA;2020-03-05
RR;NA;NA;NA;NA;NA;NA;2020-03-06
RR;NA;NA;NA;NA;NA;NA;2020-03-07
RR;NA;NA;NA;NA;NA;NA;2020-03-08
RR;NA;NA;NA;NA;NA;NA;2020-03-09
RR;NA;NA;NA;NA;NA;NA;2020-03-10
RR;NA;NA;NA;NA;NA;NA;2020-03-11
RR;NA;NA;NA;NA;NA;NA;2020-03-12
RR;NA;NA;NA;NA;NA;NA;2020-03-13
RR;NA;NA;NA;NA;NA;NA;2020-03-14
RR;NA;NA;NA;NA;NA;NA;2020-03-15
RR;NA;NA;NA;NA;NA;NA;2020-03-16
RR;NA;NA;NA;NA;NA;NA;2020-03-17
RR;NA;NA;NA;NA;NA;NA;2020-03-18
RR;NA;NA;NA;NA;NA;NA;2020-03-19
RR;NA;NA;NA;NA;NA;NA;2020-03-20
RR;NA;NA;NA;NA;NA;NA;2020-03-21
RR;2;2;NA;NA;NA;NA;2020-03-22
RR;2;NA;NA;NA;NA;NA;2020-03-23
RR;2;NA;NA;NA;NA;NA;2020-03-24
RR;8;6;NA;NA;NA;NA;2020-03-25
RR;8;NA;NA;NA;NA;NA;2020-03-26
RR;10;2;NA;NA;NA;NA;2020-03-27
RR;12;2;NA;NA;NA;NA;2020-03-28
RR;16;4;NA;NA;NA;NA;2020-03-29
RR;16;NA;NA;NA;NA;NA;2020-03-30
RR;16;NA;NA;NA;NA;NA;2020-03-31
RR;22;6;NA;NA;NA;NA;2020-04-01
RR;26;4;NA;NA;NA;NA;2020-04-02
RR;30;4;NA;NA;NA;NA;2020-04-03
RS;NA;NA;NA;NA;NA;NA;2020-01-30
RS;NA;NA;NA;NA;NA;NA;2020-01-31
RS;NA;NA;NA;NA;NA;NA;2020-02-01
RS;NA;NA;NA;NA;NA;NA;2020-02-02
RS;NA;NA;NA;NA;NA;NA;2020-02-03
RS;NA;NA;NA;NA;NA;NA;2020-02-04
RS;NA;NA;NA;NA;NA;NA;2020-02-05
RS;NA;NA;NA;NA;NA;NA;2020-02-06
RS;NA;NA;NA;NA;NA;NA;2020-02-07
RS;NA;NA;NA;NA;NA;NA;2020-02-08
RS;NA;NA;NA;NA;NA;NA;2020-02-09
RS;NA;NA;NA;NA;NA;NA;2020-02-10
RS;NA;NA;NA;NA;NA;NA;2020-02-11
RS;NA;NA;NA;NA;NA;NA;2020-02-12
RS;NA;NA;NA;NA;NA;NA;2020-02-13
RS;NA;NA;NA;NA;NA;NA;2020-02-14
RS;NA;NA;NA;NA;NA;NA;2020-02-15
RS;NA;NA;NA;NA;NA;NA;2020-02-16
RS;NA;NA;NA;NA;NA;NA;2020-02-17
RS;NA;NA;NA;NA;NA;NA;2020-02-18
RS;NA;NA;NA;NA;NA;NA;2020-02-19
RS;NA;NA;NA;NA;NA;NA;2020-02-20
RS;NA;NA;NA;NA;NA;NA;2020-02-21
RS;NA;NA;NA;NA;NA;NA;2020-02-22
RS;NA;NA;NA;NA;NA;NA;2020-02-23
RS;NA;NA;NA;NA;NA;NA;2020-02-24
RS;NA;NA;NA;NA;NA;NA;2020-02-25
RS;NA;NA;NA;NA;NA;NA;2020-02-26
RS;NA;NA;NA;NA;NA;NA;2020-02-27
RS;NA;NA;NA;NA;NA;NA;2020-02-28
RS;NA;NA;NA;NA;NA;NA;2020-02-29
RS;NA;NA;NA;NA;NA;NA;2020-03-01
RS;NA;NA;NA;NA;NA;NA;2020-03-02
RS;NA;NA;NA;NA;NA;NA;2020-03-03
RS;NA;NA;NA;NA;NA;NA;2020-03-04
RS;NA;NA;NA;NA;NA;NA;2020-03-05
RS;NA;NA;NA;NA;NA;NA;2020-03-06
RS;NA;NA;NA;NA;NA;NA;2020-03-07
RS;NA;NA;NA;NA;NA;NA;2020-03-08
RS;NA;NA;NA;NA;NA;NA;2020-03-09
RS;1;1;NA;NA;NA;NA;2020-03-10
RS;2;1;NA;NA;NA;NA;2020-03-11
RS;4;2;NA;NA;NA;NA;2020-03-12
RS;4;NA;NA;NA;NA;NA;2020-03-13
RS;6;2;NA;NA;NA;NA;2020-03-14
RS;6;NA;NA;NA;NA;NA;2020-03-15
RS;6;NA;NA;NA;NA;NA;2020-03-16
RS;10;4;NA;NA;NA;NA;2020-03-17
RS;19;9;NA;NA;NA;NA;2020-03-18
RS;28;9;NA;NA;NA;NA;2020-03-19
RS;37;9;NA;NA;NA;NA;2020-03-20
RS;60;23;NA;NA;NA;NA;2020-03-21
RS;72;12;NA;NA;NA;NA;2020-03-22
RS;86;14;NA;NA;NA;NA;2020-03-23
RS;98;12;NA;NA;NA;NA;2020-03-24
RS;123;25;1;1;NA;NA;2020-03-25
RS;168;45;1;NA;NA;NA;2020-03-26
RS;195;27;2;1;NA;NA;2020-03-27
RS;197;2;2;NA;NA;NA;2020-03-28
RS;226;29;2;NA;NA;NA;2020-03-29
RS;241;15;3;1;NA;NA;2020-03-30
RS;274;33;4;1;NA;NA;2020-03-31
RS;306;32;4;NA;NA;NA;2020-04-01
RS;334;28;5;1;NA;NA;2020-04-02
RS;396;62;5;NA;NA;NA;2020-04-03
SC;NA;NA;NA;NA;NA;NA;2020-01-30
SC;NA;NA;NA;NA;NA;NA;2020-01-31
SC;NA;NA;NA;NA;NA;NA;2020-02-01
SC;NA;NA;NA;NA;NA;NA;2020-02-02
SC;NA;NA;NA;NA;NA;NA;2020-02-03
SC;NA;NA;NA;NA;NA;NA;2020-02-04
SC;NA;NA;NA;NA;NA;NA;2020-02-05
SC;NA;NA;NA;NA;NA;NA;2020-02-06
SC;NA;NA;NA;NA;NA;NA;2020-02-07
SC;NA;NA;NA;NA;NA;NA;2020-02-08
SC;NA;NA;NA;NA;NA;NA;2020-02-09
SC;NA;NA;NA;NA;NA;NA;2020-02-10
SC;NA;NA;NA;NA;NA;NA;2020-02-11
SC;NA;NA;NA;NA;NA;NA;2020-02-12
SC;NA;NA;NA;NA;NA;NA;2020-02-13
SC;NA;NA;NA;NA;NA;NA;2020-02-14
SC;NA;NA;NA;NA;NA;NA;2020-02-15
SC;NA;NA;NA;NA;NA;NA;2020-02-16
SC;NA;NA;NA;NA;NA;NA;2020-02-17
SC;NA;NA;NA;NA;NA;NA;2020-02-18
SC;NA;NA;NA;NA;NA;NA;2020-02-19
SC;NA;NA;NA;NA;NA;NA;2020-02-20
SC;NA;NA;NA;NA;NA;NA;2020-02-21
SC;NA;NA;NA;NA;NA;NA;2020-02-22
SC;NA;NA;NA;NA;NA;NA;2020-02-23
SC;NA;NA;NA;NA;NA;NA;2020-02-24
SC;NA;NA;NA;NA;NA;NA;2020-02-25
SC;NA;NA;NA;NA;NA;NA;2020-02-26
SC;NA;NA;NA;NA;NA;NA;2020-02-27
SC;NA;NA;NA;NA;NA;NA;2020-02-28
SC;NA;NA;NA;NA;NA;NA;2020-02-29
SC;NA;NA;NA;NA;NA;NA;2020-03-01
SC;NA;NA;NA;NA;NA;NA;2020-03-02
SC;NA;NA;NA;NA;NA;NA;2020-03-03
SC;NA;NA;NA;NA;NA;NA;2020-03-04
SC;NA;NA;NA;NA;NA;NA;2020-03-05
SC;NA;NA;NA;NA;NA;NA;2020-03-06
SC;NA;NA;NA;NA;NA;NA;2020-03-07
SC;NA;NA;NA;NA;NA;NA;2020-03-08
SC;NA;NA;NA;NA;NA;NA;2020-03-09
SC;NA;NA;NA;NA;NA;NA;2020-03-10
SC;NA;NA;NA;NA;NA;NA;2020-03-11
SC;NA;NA;NA;NA;NA;NA;2020-03-12
SC;2;2;NA;NA;NA;NA;2020-03-13
SC;4;2;NA;NA;NA;NA;2020-03-14
SC;6;2;NA;NA;NA;NA;2020-03-15
SC;7;1;NA;NA;NA;NA;2020-03-16
SC;7;NA;NA;NA;NA;NA;2020-03-17
SC;10;3;NA;NA;NA;NA;2020-03-18
SC;20;10;NA;NA;NA;NA;2020-03-19
SC;21;1;NA;NA;NA;NA;2020-03-20
SC;51;30;NA;NA;NA;NA;2020-03-21
SC;57;6;NA;NA;NA;NA;2020-03-22
SC;68;11;NA;NA;NA;NA;2020-03-23
SC;107;39;NA;NA;NA;NA;2020-03-24
SC;109;2;NA;NA;NA;NA;2020-03-25
SC;122;13;1;1;NA;NA;2020-03-26
SC;149;27;1;NA;NA;NA;2020-03-27
SC;184;35;1;NA;NA;NA;2020-03-28
SC;194;10;1;NA;NA;NA;2020-03-29
SC;197;3;1;NA;NA;NA;2020-03-30
SC;219;22;2;1;NA;NA;2020-03-31
SC;235;16;2;NA;NA;NA;2020-04-01
SC;247;12;2;NA;NA;NA;2020-04-02
SC;281;34;5;3;NA;NA;2020-04-03
SE;NA;NA;NA;NA;NA;NA;2020-01-30
SE;NA;NA;NA;NA;NA;NA;2020-01-31
SE;NA;NA;NA;NA;NA;NA;2020-02-01
SE;NA;NA;NA;NA;NA;NA;2020-02-02
SE;NA;NA;NA;NA;NA;NA;2020-02-03
SE;NA;NA;NA;NA;NA;NA;2020-02-04
SE;NA;NA;NA;NA;NA;NA;2020-02-05
SE;NA;NA;NA;NA;NA;NA;2020-02-06
SE;NA;NA;NA;NA;NA;NA;2020-02-07
SE;NA;NA;NA;NA;NA;NA;2020-02-08
SE;NA;NA;NA;NA;NA;NA;2020-02-09
SE;NA;NA;NA;NA;NA;NA;2020-02-10
SE;NA;NA;NA;NA;NA;NA;2020-02-11
SE;NA;NA;NA;NA;NA;NA;2020-02-12
SE;NA;NA;NA;NA;NA;NA;2020-02-13
SE;NA;NA;NA;NA;NA;NA;2020-02-14
SE;NA;NA;NA;NA;NA;NA;2020-02-15
SE;NA;NA;NA;NA;NA;NA;2020-02-16
SE;NA;NA;NA;NA;NA;NA;2020-02-17
SE;NA;NA;NA;NA;NA;NA;2020-02-18
SE;NA;NA;NA;NA;NA;NA;2020-02-19
SE;NA;NA;NA;NA;NA;NA;2020-02-20
SE;NA;NA;NA;NA;NA;NA;2020-02-21
SE;NA;NA;NA;NA;NA;NA;2020-02-22
SE;NA;NA;NA;NA;NA;NA;2020-02-23
SE;NA;NA;NA;NA;NA;NA;2020-02-24
SE;NA;NA;NA;NA;NA;NA;2020-02-25
SE;NA;NA;NA;NA;NA;NA;2020-02-26
SE;NA;NA;NA;NA;NA;NA;2020-02-27
SE;NA;NA;NA;NA;NA;NA;2020-02-28
SE;NA;NA;NA;NA;NA;NA;2020-02-29
SE;NA;NA;NA;NA;NA;NA;2020-03-01
SE;NA;NA;NA;NA;NA;NA;2020-03-02
SE;NA;NA;NA;NA;NA;NA;2020-03-03
SE;NA;NA;NA;NA;NA;NA;2020-03-04
SE;NA;NA;NA;NA;NA;NA;2020-03-05
SE;NA;NA;NA;NA;NA;NA;2020-03-06
SE;NA;NA;NA;NA;NA;NA;2020-03-07
SE;NA;NA;NA;NA;NA;NA;2020-03-08
SE;NA;NA;NA;NA;NA;NA;2020-03-09
SE;NA;NA;NA;NA;NA;NA;2020-03-10
SE;NA;NA;NA;NA;NA;NA;2020-03-11
SE;NA;NA;NA;NA;NA;NA;2020-03-12
SE;NA;NA;NA;NA;NA;NA;2020-03-13
SE;NA;NA;NA;NA;NA;NA;2020-03-14
SE;1;1;NA;NA;NA;NA;2020-03-15
SE;1;NA;NA;NA;NA;NA;2020-03-16
SE;4;3;NA;NA;NA;NA;2020-03-17
SE;5;1;NA;NA;NA;NA;2020-03-18
SE;6;1;NA;NA;NA;NA;2020-03-19
SE;6;NA;NA;NA;NA;NA;2020-03-20
SE;10;4;NA;NA;NA;NA;2020-03-21
SE;10;NA;NA;NA;NA;NA;2020-03-22
SE;10;NA;NA;NA;NA;NA;2020-03-23
SE;15;5;NA;NA;NA;NA;2020-03-24
SE;16;1;NA;NA;NA;NA;2020-03-25
SE;16;NA;NA;NA;NA;NA;2020-03-26
SE;16;NA;NA;NA;NA;NA;2020-03-27
SE;16;NA;NA;NA;NA;NA;2020-03-28
SE;16;NA;NA;NA;NA;NA;2020-03-29
SE;16;NA;NA;NA;NA;NA;2020-03-30
SE;19;3;NA;NA;NA;NA;2020-03-31
SE;20;1;NA;NA;NA;NA;2020-04-01
SE;23;3;2;2;NA;NA;2020-04-02
SE;25;2;2;NA;NA;NA;2020-04-03
SP;NA;NA;NA;NA;NA;NA;2020-01-30
SP;NA;NA;NA;NA;NA;NA;2020-01-31
SP;NA;NA;NA;NA;NA;NA;2020-02-01
SP;NA;NA;NA;NA;NA;NA;2020-02-02
SP;NA;NA;NA;NA;NA;NA;2020-02-03
SP;NA;NA;NA;NA;NA;NA;2020-02-04
SP;NA;NA;NA;NA;NA;NA;2020-02-05
SP;NA;NA;NA;NA;NA;NA;2020-02-06
SP;NA;NA;NA;NA;NA;NA;2020-02-07
SP;NA;NA;NA;NA;NA;NA;2020-02-08
SP;NA;NA;NA;NA;NA;NA;2020-02-09
SP;NA;NA;NA;NA;NA;NA;2020-02-10
SP;NA;NA;NA;NA;NA;NA;2020-02-11
SP;NA;NA;NA;NA;NA;NA;2020-02-12
SP;NA;NA;NA;NA;NA;NA;2020-02-13
SP;NA;NA;NA;NA;NA;NA;2020-02-14
SP;NA;NA;NA;NA;NA;NA;2020-02-15
SP;NA;NA;NA;NA;NA;NA;2020-02-16
SP;NA;NA;NA;NA;NA;NA;2020-02-17
SP;NA;NA;NA;NA;NA;NA;2020-02-18
SP;NA;NA;NA;NA;NA;NA;2020-02-19
SP;NA;NA;NA;NA;NA;NA;2020-02-20
SP;NA;NA;NA;NA;NA;NA;2020-02-21
SP;NA;NA;NA;NA;NA;NA;2020-02-22
SP;NA;NA;NA;NA;NA;NA;2020-02-23
SP;NA;NA;NA;NA;NA;NA;2020-02-24
SP;NA;NA;NA;NA;NA;NA;2020-02-25
SP;1;1;NA;NA;NA;NA;2020-02-26
SP;1;NA;NA;NA;NA;NA;2020-02-27
SP;1;NA;NA;NA;NA;NA;2020-02-28
SP;2;1;NA;NA;NA;NA;2020-02-29
SP;2;NA;NA;NA;NA;NA;2020-03-01
SP;2;NA;NA;NA;NA;NA;2020-03-02
SP;2;NA;NA;NA;NA;NA;2020-03-03
SP;3;1;NA;NA;NA;NA;2020-03-04
SP;6;3;NA;NA;NA;NA;2020-03-05
SP;10;4;NA;NA;NA;NA;2020-03-06
SP;13;3;NA;NA;NA;NA;2020-03-07
SP;16;3;NA;NA;NA;NA;2020-03-08
SP;16;NA;NA;NA;NA;NA;2020-03-09
SP;19;3;NA;NA;NA;NA;2020-03-10
SP;30;11;NA;NA;NA;NA;2020-03-11
SP;42;12;NA;NA;NA;NA;2020-03-12
SP;56;14;NA;NA;NA;NA;2020-03-13
SP;65;9;NA;NA;NA;NA;2020-03-14
SP;136;71;NA;NA;NA;NA;2020-03-15
SP;152;16;NA;NA;NA;NA;2020-03-16
SP;164;12;1;1;NA;NA;2020-03-17
SP;240;76;4;3;NA;NA;2020-03-18
SP;286;46;4;NA;NA;NA;2020-03-19
SP;396;110;9;5;NA;NA;2020-03-20
SP;459;63;15;6;NA;NA;2020-03-21
SP;631;172;22;7;NA;NA;2020-03-22
SP;745;114;30;8;NA;NA;2020-03-23
SP;810;65;40;10;NA;NA;2020-03-24
SP;862;52;48;8;NA;NA;2020-03-25
SP;1052;190;58;10;NA;NA;2020-03-26
SP;1223;171;68;10;NA;NA;2020-03-27
SP;1406;183;84;16;NA;NA;2020-03-28
SP;1451;45;98;14;NA;NA;2020-03-29
SP;1517;66;113;15;NA;NA;2020-03-30
SP;2339;822;136;23;NA;NA;2020-03-31
SP;2981;642;164;28;NA;NA;2020-04-01
SP;3506;525;188;24;NA;NA;2020-04-02
SP;4048;542;219;31;NA;NA;2020-04-03
TO;NA;NA;NA;NA;NA;NA;2020-01-30
TO;NA;NA;NA;NA;NA;NA;2020-01-31
TO;NA;NA;NA;NA;NA;NA;2020-02-01
TO;NA;NA;NA;NA;NA;NA;2020-02-02
TO;NA;NA;NA;NA;NA;NA;2020-02-03
TO;NA;NA;NA;NA;NA;NA;2020-02-04
TO;NA;NA;NA;NA;NA;NA;2020-02-05
TO;NA;NA;NA;NA;NA;NA;2020-02-06
TO;NA;NA;NA;NA;NA;NA;2020-02-07
TO;NA;NA;NA;NA;NA;NA;2020-02-08
TO;NA;NA;NA;NA;NA;NA;2020-02-09
TO;NA;NA;NA;NA;NA;NA;2020-02-10
TO;NA;NA;NA;NA;NA;NA;2020-02-11
TO;NA;NA;NA;NA;NA;NA;2020-02-12
TO;NA;NA;NA;NA;NA;NA;2020-02-13
TO;NA;NA;NA;NA;NA;NA;2020-02-14
TO;NA;NA;NA;NA;NA;NA;2020-02-15
TO;NA;NA;NA;NA;NA;NA;2020-02-16
TO;NA;NA;NA;NA;NA;NA;2020-02-17
TO;NA;NA;NA;NA;NA;NA;2020-02-18
TO;NA;NA;NA;NA;NA;NA;2020-02-19
TO;NA;NA;NA;NA;NA;NA;2020-02-20
TO;NA;NA;NA;NA;NA;NA;2020-02-21
TO;NA;NA;NA;NA;NA;NA;2020-02-22
TO;NA;NA;NA;NA;NA;NA;2020-02-23
TO;NA;NA;NA;NA;NA;NA;2020-02-24
TO;NA;NA;NA;NA;NA;NA;2020-02-25
TO;NA;NA;NA;NA;NA;NA;2020-02-26
TO;NA;NA;NA;NA;NA;NA;2020-02-27
TO;NA;NA;NA;NA;NA;NA;2020-02-28
TO;NA;NA;NA;NA;NA;NA;2020-02-29
TO;NA;NA;NA;NA;NA;NA;2020-03-01
TO;NA;NA;NA;NA;NA;NA;2020-03-02
TO;NA;NA;NA;NA;NA;NA;2020-03-03
TO;NA;NA;NA;NA;NA;NA;2020-03-04
TO;NA;NA;NA;NA;NA;NA;2020-03-05
TO;NA;NA;NA;NA;NA;NA;2020-03-06
TO;NA;NA;NA;NA;NA;NA;2020-03-07
TO;NA;NA;NA;NA;NA;NA;2020-03-08
TO;NA;NA;NA;NA;NA;NA;2020-03-09
TO;NA;NA;NA;NA;NA;NA;2020-03-10
TO;NA;NA;NA;NA;NA;NA;2020-03-11
TO;NA;NA;NA;NA;NA;NA;2020-03-12
TO;NA;NA;NA;NA;NA;NA;2020-03-13
TO;NA;NA;NA;NA;NA;NA;2020-03-14
TO;NA;NA;NA;NA;NA;NA;2020-03-15
TO;NA;NA;NA;NA;NA;NA;2020-03-16
TO;NA;NA;NA;NA;NA;NA;2020-03-17
TO;NA;NA;NA;NA;NA;NA;2020-03-18
TO;1;1;NA;NA;NA;NA;2020-03-19
TO;1;NA;NA;NA;NA;NA;2020-03-20
TO;2;1;NA;NA;NA;NA;2020-03-21
TO;2;NA;NA;NA;NA;NA;2020-03-22
TO;5;3;NA;NA;NA;NA;2020-03-23
TO;7;2;NA;NA;NA;NA;2020-03-24
TO;7;NA;NA;NA;NA;NA;2020-03-25
TO;7;NA;NA;NA;NA;NA;2020-03-26
TO;8;1;NA;NA;NA;NA;2020-03-27
TO;9;1;NA;NA;NA;NA;2020-03-28
TO;9;NA;NA;NA;NA;NA;2020-03-29
TO;10;1;NA;NA;NA;NA;2020-03-30
TO;11;1;NA;NA;NA;NA;2020-03-31
TO;12;1;NA;NA;NA;NA;2020-04-01
TO;12;NA;NA;NA;NA;NA;2020-04-02
TO;12;NA;NA;NA;NA;NA;2020-04-03
